2,14,68,7,113,94,6,80,21,104,93
2,37,5,67,28,7,45,96,101,38,83
2,5,108,7,67,96,94,75,81,46,74
3,110,9,55,10,25,29,100,77,58,1
2,104,53,65,21,11,97,99,19,112,82
3,111,23,12,45,38,8,75,48,52,58
3,87,29,25,36,94,28,15,101,32,41
2,104,60,14,52,87,48,9,51,95,109
2,62,20,98,31,28,53,79,103,73,17
3,72,42,12,1,59,66,75,11,15,23
2,64,80,70,36,27,21,81,76,19,73
2,78,85,111,33,48,22,107,95,36,89
2,69,65,49,53,9,38,57,85,21,40
3,73,90,46,101,88,72,16,39,10,33
3,75,84,106,95,112,16,77,38,71,104
2,54,105,63,67,100,46,111,35,83,109
2,8,96,43,102,17,2,46,13,20,77
3,72,9,32,40,43,24,79,46,5,19
2,51,109,69,75,70,8,35,10,37,76
2,90,57,9,34,35,80,50,2,17,24
3,63,12,72,110,54,61,55,46,41,9
2,58,73,55,105,36,67,6,74,93,92
2,29,53,71,26,33,15,113,80,23,13
3,4,24,100,102,84,45,69,61,72,6
2,113,70,104,92,67,19,31,41,78,106
2,77,3,55,26,50,70,72,6,25,110
2,68,1,32,92,80,18,24,5,25,110
2,78,62,8,52,84,107,45,66,50,69
3,82,12,97,23,106,113,81,55,5,103
3,30,75,79,38,11,4,84,23,97,89
2,102,35,57,6,5,96,80,53,83,104
3,103,98,30,28,45,44,20,36,81,63
2,22,36,43,25,67,4,37,91,71,107
3,98,29,38,39,90,28,50,94,21,31
3,71,57,18,77,22,19,20,38,28,110
3,33,85,19,15,47,70,92,90,103,99
3,34,103,38,92,41,93,81,90,56,26
3,74,52,15,103,46,107,26,86,110,63
2,45,31,48,50,61,82,5,84,106,54
2,10,62,48,8,50,16,106,46,9,56
3,111,107,59,84,56,68,100,94,54,37
2,63,49,108,47,30,74,13,94,18,72
2,100,4,60,15,36,38,18,29,73,78
3,18,33,79,3,23,62,11,46,7,102
2,86,23,44,65,80,91,58,89,29,11
2,17,73,88,60,69,36,26,78,103,82
2,83,55,18,107,88,44,38,63,73,43
2,86,27,25,78,5,38,76,3,79,33
2,10,99,46,70,68,77,76,87,48,74
2,107,36,66,3,87,92,43,91,38,73
2,15,96,111,28,10,78,30,74,53,5
3,51,107,99,46,38,81,79,57,71,34
3,22,52,77,87,14,64,55,29,9,26
2,91,75,6,60,83,108,76,82,23,100
3,95,35,89,91,30,101,19,94,66,85
2,100,29,67,95,35,72,53,40,30,76
2,42,111,106,26,36,24,47,105,65,62
3,101,75,108,6,53,33,107,63,68,60
3,104,70,110,85,15,8,112,32,95,29
2,39,97,112,66,79,110,76,53,17,14
3,72,69,25,8,33,27,18,39,46,47
3,23,12,77,86,29,30,71,74,35,100
2,94,95,75,79,57,18,34,74,93,7
2,98,13,50,74,63,25,18,90,7,69
2,37,14,65,101,113,38,34,56,63,30
2,71,59,19,86,5,107,34,109,3,79
2,78,83,69,66,45,42,24,50,15,105
3,49,31,95,21,60,40,97,35,82,38
3,22,33,38,109,107,26,83,46,11,91
3,96,107,18,53,61,15,91,57,89,8
2,52,65,29,74,48,46,58,47,97,9
2,104,16,84,57,103,25,10,95,65,106
2,48,32,67,75,66,8,88,86,77,3
2,97,91,54,32,36,46,98,56,113,86
3,23,99,9,56,51,5,80,85,6,110
2,43,59,14,90,32,30,95,91,44,54
2,45,35,97,46,71,16,13,41,111,32
3,70,21,19,13,9,29,82,18,76,68
2,22,62,29,112,33,30,71,101,110,70
3,83,67,87,63,41,78,55,11,52,62
3,51,87,68,96,7,94,49,3,90,66
2,98,53,63,19,20,5,72,45,14,55
2,33,102,11,61,2,37,101,24,90,7
3,81,85,75,34,8,93,97,58,19,72
2,38,44,68,80,11,27,47,18,76,108
3,93,38,7,36,94,65,109,113,21,3
2,36,108,72,81,17,47,83,7,27,101
3,84,39,33,67,9,62,38,21,46,64
2,80,57,86,65,84,38,90,28,31,99
3,42,26,106,27,97,71,98,39,15,111
3,34,43,93,98,68,1,79,82,4,72
2,70,14,69,3,24,101,52,109,44,39
3,24,20,113,90,41,15,9,48,98,82
2,91,36,107,42,9,77,1,24,45,62
2,78,33,110,80,68,53,27,106,21,112
2,2,47,3,92,33,15,96,79,84,113
3,91,32,80,12,16,45,111,59,11,89
2,50,107,31,108,10,52,30,96,62,24
2,94,95,30,18,68,10,31,82,96,5
3,20,96,22,98,36,112,46,105,12,76
2,83,75,105,37,26,95,52,7,25,85
2,70,95,55,21,61,93,64,105,30,16
2,103,29,11,86,61,62,28,96,112,99
3,21,36,7,79,76,107,113,37,86,53
3,4,12,99,10,38,80,71,89,111,29
3,63,74,77,26,10,20,32,11,104,78
3,50,28,111,10,37,98,44,2,65,41
2,77,69,3,21,72,33,84,90,60,41
2,23,73,18,95,53,34,69,14,28,72
3,51,72,17,18,78,93,16,49,8,31
3,5,84,9,61,53,46,17,102,52,19
3,103,32,100,59,106,104,69,33,44,66
2,103,1,54,21,33,43,13,5,86,73
2,88,36,4,86,22,26,72,49,57,41
3,113,56,36,76,14,75,58,10,105,1
3,102,78,21,95,89,100,68,14,39,8
3,65,69,14,104,88,33,93,90,58,19
2,67,28,42,30,56,33,71,10,74,19
3,21,23,101,16,31,27,76,26,63,61
2,3,9,57,31,36,110,94,79,65,73
3,47,34,110,96,83,55,49,10,19,36
3,94,95,44,9,64,104,89,60,80,26
3,107,38,98,13,9,58,34,76,41,29
2,57,60,6,3,113,33,100,23,77,53
3,48,44,59,14,83,55,87,109,8,72
3,79,9,96,24,41,84,106,15,108,43
3,44,75,7,9,92,41,34,40,82,26
2,39,85,48,75,34,91,44,23,30,19
2,94,31,87,107,93,9,113,2,112,7
3,23,55,48,45,57,69,76,100,17,4
3,20,61,17,40,9,83,74,10,82,11
3,53,13,92,91,58,68,8,96,47,52
2,58,95,5,39,7,24,8,44,16,84
2,4,77,100,83,102,72,48,45,18,65
3,18,44,107,70,62,23,112,85,12,86
3,94,18,19,9,38,25,100,84,30,64
3,53,44,110,71,46,77,87,61,27,16
2,38,93,100,35,92,55,44,62,108,97
2,100,77,111,68,29,109,85,103,54,80
3,38,2,11,74,60,16,4,59,87,71
2,71,38,73,92,99,76,57,102,100,69
3,16,108,12,4,1,57,37,46,48,63
2,5,80,96,83,102,23,71,52,55,98
2,76,79,95,14,73,4,110,108,80,5
3,104,30,39,45,49,95,60,44,61,31
3,95,113,68,75,41,43,99,14,52,84
2,101,3,90,44,66,33,91,4,53,8
3,65,101,100,40,35,99,56,34,49,93
3,92,74,34,24,60,110,104,80,46,29
3,4,8,82,31,110,54,50,66,57,76
3,85,23,65,36,103,59,17,14,10,78
2,43,11,6,61,110,35,50,101,68,41
2,49,79,92,43,11,65,41,72,26,94
2,54,109,106,90,105,56,96,88,18,27
3,78,43,60,75,93,104,23,99,39,66
2,72,81,61,20,35,15,13,98,42,91
2,48,85,13,94,110,25,86,71,80,10
3,11,71,105,93,113,97,17,59,23,63
2,13,30,66,108,87,100,101,38,19,22
2,48,77,78,68,10,99,40,28,9,42
2,37,39,12,42,76,108,25,26,64,85
2,81,106,19,20,27,31,13,100,26,45
3,53,73,67,15,60,101,56,39,35,104
2,99,7,112,22,66,92,97,110,79,24
2,57,39,33,54,64,52,35,87,109,20
2,106,44,13,24,70,62,103,100,47,10
3,83,54,57,55,24,112,75,74,49,13
3,94,12,50,65,89,33,1,16,83,44
2,12,32,16,3,57,44,53,100,56,35
3,36,113,68,73,99,92,108,53,20,63
3,83,110,84,112,60,91,63,10,109,65
2,84,89,75,42,58,11,29,66,73,91
3,27,81,26,82,54,12,32,18,92,91
2,95,38,59,90,53,20,39,111,34,1
3,28,90,18,87,78,83,19,1,81,22
3,106,16,43,80,66,5,112,26,60,10
2,90,11,17,61,40,7,113,13,56,85
3,35,111,104,26,4,110,37,22,20,112
3,24,58,97,113,87,34,37,67,28,48
2,108,28,7,56,84,64,85,106,52,97
3,71,51,8,95,112,46,93,25,28,108
2,98,16,23,50,9,38,67,1,22,28
2,101,22,103,42,38,105,98,25,23,51
2,113,100,14,112,51,22,29,56,17,8
2,96,48,15,21,43,54,80,92,93,9
3,48,97,34,20,1,46,96,63,90,89
3,29,88,59,5,100,12,20,110,106,94
3,10,50,103,25,54,85,48,39,80,67
2,73,60,78,44,111,84,48,21,54,79
3,19,38,46,48,86,6,112,22,12,50
2,40,20,25,98,14,60,51,9,83,13
3,15,53,41,107,100,73,65,89,90,106
3,102,52,11,19,10,55,75,54,5,97
3,33,65,92,30,106,55,54,63,1,13
3,16,2,18,20,17,69,8,96,70,92
3,77,44,73,104,83,111,103,82,105,5
2,19,26,51,15,25,22,35,78,5,106
3,12,91,32,100,57,76,74,56,17,65
3,72,14,4,51,96,20,86,37,78,8
2,96,109,38,20,83,73,23,41,22,71
2,49,19,78,59,28,70,7,96,33,47
2,85,83,84,15,101,13,2,112,97,62
3,86,31,46,23,89,69,6,38,88,84
3,72,80,36,104,99,78,71,8,24,33
2,111,38,87,5,94,104,39,73,92,3
3,31,93,72,53,20,59,89,37,44,95
3,54,91,95,76,98,42,49,28,101,66
2,112,77,6,64,56,28,58,84,57,95
3,4,17,75,61,11,109,65,96,16,28
2,44,47,16,73,89,28,68,5,35,39
2,50,80,37,71,79,31,44,39,61,113
2,57,51,66,93,95,81,39,84,77,31
2,8,10,52,76,14,47,66,61,108,113
3,90,54,74,10,7,109,59,33,63,111
2,53,62,13,60,7,26,111,96,107,82
2,1,2,94,59,95,25,34,74,27,33
2,6,73,76,2,17,86,68,49,80,61
3,107,48,87,55,6,109,80,53,45,23
3,56,80,2,100,93,113,39,10,109,19
3,38,6,94,66,96,64,80,99,95,28
2,74,56,15,91,54,20,61,86,104,62
2,75,13,89,105,51,40,56,103,104,73
3,18,51,15,105,103,95,25,78,39,67
2,21,19,66,41,100,45,35,103,113,88
2,15,49,45,12,23,107,88,71,48,55
3,38,60,20,55,105,49,18,73,110,111
3,12,39,102,86,38,31,44,92,43,65
2,23,70,16,28,105,12,34,74,59,14
2,41,113,95,83,75,46,92,25,3,28
2,44,16,32,29,86,13,7,31,68,87
3,67,6,81,19,35,83,111,22,93,62
2,12,93,70,36,88,47,68,112,82,37
2,97,100,89,101,59,37,82,106,21,72
2,108,30,52,103,59,44,105,29,87,19
3,40,3,45,67,95,47,92,96,105,27
2,32,106,27,64,54,16,77,17,87,95
3,105,110,74,98,69,21,64,30,17,43
2,64,33,36,13,69,81,51,78,11,57
3,57,106,80,107,47,44,34,111,101,56
2,104,25,28,1,5,19,67,27,96,56
3,2,52,62,81,30,14,82,77,50,9
3,36,82,3,19,54,2,103,11,34,26
2,46,70,27,100,108,42,57,103,107,61
2,39,60,68,33,44,59,45,77,23,15
3,43,90,93,81,50,16,71,79,75,47
3,29,37,40,101,25,16,34,61,74,38
2,30,62,21,90,11,43,5,83,70,98
3,93,92,109,88,43,80,42,10,54,31
3,110,96,101,84,1,5,100,17,57,34
2,111,104,23,64,46,63,100,74,20,4
3,69,71,79,32,28,104,65,8,84,51
2,112,73,4,1,85,86,39,55,45,46
2,79,87,105,68,23,91,53,96,73,84
3,95,16,63,86,90,60,44,99,47,40
3,49,112,40,46,37,102,87,19,65,64
2,72,65,7,70,9,66,23,10,73,69
2,64,35,41,1,61,95,53,39,32,77
3,39,71,70,22,66,43,1,84,30,24
3,11,86,104,102,108,92,24,30,55,82
3,60,43,33,41,10,9,111,45,74,19
2,25,30,14,36,106,56,46,29,44,72
3,9,112,31,1,80,49,93,51,23,28
2,54,112,30,19,84,2,90,18,113,51
2,111,113,104,92,38,39,54,78,3,97
2,72,19,71,65,53,70,64,29,11,27
2,105,7,42,8,15,16,106,85,1,99
2,16,104,32,103,17,93,21,29,45,108
2,96,35,61,37,100,59,30,50,103,87
2,1,16,87,21,51,89,100,5,93,73
2,11,86,83,40,57,98,63,29,69,72
3,107,85,113,86,90,95,3,30,71,19
2,64,36,63,75,21,99,39,91,73,53
3,22,52,48,38,113,105,55,26,29,2
3,54,14,67,45,103,73,15,88,70,109
3,18,57,12,104,2,45,8,76,44,29
2,68,106,78,37,111,62,77,60,82,64
3,95,57,82,7,74,92,59,5,88,75
2,76,60,97,85,3,86,98,52,1,47
2,54,19,6,83,49,14,84,69,65,101
2,98,75,112,107,93,94,78,32,103,45
3,91,10,32,67,42,79,16,54,100,107
3,78,107,77,32,88,28,47,66,17,90
3,86,16,91,63,22,107,54,79,33,94
3,6,55,21,1,51,19,54,44,68,111
3,103,75,91,58,87,3,23,98,42,30
2,69,103,89,76,100,58,99,47,32,95
2,34,73,77,44,33,20,103,36,81,38
3,87,15,75,102,46,96,113,21,65,58
3,48,5,25,94,3,49,60,13,63,107
3,9,48,6,4,44,66,97,32,33,100
3,100,97,35,82,23,30,20,93,85,8
3,49,20,64,22,69,92,5,55,110,86
3,69,41,52,106,113,15,105,46,36,99
3,46,101,50,57,33,15,112,78,107,7
2,24,21,3,79,92,30,43,87,13,26
2,82,18,46,17,2,61,19,98,87,10
3,90,4,48,39,62,15,89,44,91,28
2,111,72,37,64,112,99,27,33,28,14
2,47,110,16,38,36,54,100,69,40,17
3,87,47,75,96,62,53,61,9,86,104
3,87,101,84,65,23,32,97,7,92,34
3,26,101,98,103,23,87,112,19,56,68
2,100,102,76,94,41,50,93,29,49,103
3,17,58,44,27,59,72,92,26,106,90
2,111,1,88,57,80,46,23,61,25,104
2,31,73,15,92,72,68,37,54,102,75
2,17,94,27,52,63,98,79,104,8,26
3,18,44,3,99,68,1,88,56,5,20
2,90,8,41,27,81,61,6,72,71,14
2,92,4,111,58,67,52,17,11,3,79
2,63,40,48,97,57,111,104,9,69,96
3,27,51,98,14,85,15,22,26,61,24
2,89,3,58,69,105,106,55,50,8,11
3,100,21,32,30,25,10,59,79,66,16
2,26,18,108,27,67,34,13,33,94,96
3,1,104,94,40,58,4,55,72,7,6
3,24,50,96,77,33,17,22,55,92,72
2,50,83,16,11,99,42,78,84,91,15
3,65,16,10,55,86,51,9,45,11,6
3,56,105,52,35,49,46,34,16,14,50
2,25,86,59,74,92,70,18,76,55,16
3,53,28,46,94,12,47,45,98,52,113
3,48,49,54,89,36,113,28,59,8,6
2,46,107,63,42,50,66,22,56,104,103
3,44,81,91,5,70,63,25,19,113,13
3,69,90,71,96,21,4,106,24,19,29
2,111,28,81,68,31,92,97,95,22,108
2,6,9,13,85,98,4,41,2,72,105
3,80,51,46,78,70,91,89,48,12,15
2,55,39,80,110,79,6,85,33,68,17
3,81,8,103,108,74,101,49,69,98,58
2,34,83,2,54,24,99,13,112,102,108
3,6,17,23,52,61,46,113,60,86,13
2,21,91,40,52,24,41,22,82,94,87
3,21,35,60,13,52,3,5,10,101,97
3,14,45,19,46,8,18,69,12,26,9
3,4,100,36,57,85,23,51,14,9,25
3,107,18,13,1,34,14,76,65,3,87
3,105,46,69,98,39,67,81,47,13,82
3,89,18,41,4,79,3,78,65,54,62
2,23,108,19,81,49,43,7,67,6,1
2,97,45,26,53,47,33,64,91,62,52
3,104,3,1,98,108,22,43,7,109,37
2,55,69,33,21,110,1,28,3,29,73
2,13,58,108,21,77,27,93,19,97,9
3,107,99,78,11,63,68,17,75,106,4
3,50,25,60,9,84,92,2,75,21,78
2,88,104,109,31,54,26,18,23,35,39
3,89,42,95,10,81,24,53,3,31,83
3,75,93,83,59,25,33,61,56,91,104
3,88,33,58,66,70,20,65,111,34,46
2,24,32,43,102,51,23,83,63,4,21
3,58,10,92,17,73,34,31,24,2,110
3,1,6,57,49,82,58,14,110,105,55
3,88,56,99,62,94,43,49,18,13,95
3,46,76,32,112,34,107,92,16,27,72
2,50,3,100,40,62,72,57,22,82,7
3,70,44,85,111,41,64,102,83,16,2
3,64,35,83,65,111,104,112,87,28,38
3,96,72,40,30,8,91,85,33,100,107
3,71,45,59,87,32,50,64,107,26,67
3,44,105,37,54,100,51,13,42,91,104
2,85,43,52,69,66,3,99,92,27,9
3,1,51,39,82,73,71,56,86,66,76
2,44,110,107,46,38,61,30,62,98,112
2,110,113,17,55,59,53,74,47,25,51
3,43,9,11,13,15,70,78,93,45,87
2,3,69,105,79,39,91,112,97,93,100
2,20,62,100,28,90,80,56,40,103,98
2,58,18,81,94,12,64,95,69,43,50
3,30,109,75,45,25,74,21,80,69,84
2,94,6,45,83,99,52,50,113,21,96
2,84,10,34,55,37,70,102,29,101,7
2,91,67,3,70,92,34,24,38,105,61
3,11,53,91,37,35,4,2,47,64,49
3,65,103,72,70,58,80,98,84,63,2
2,66,32,15,48,74,113,97,89,34,77
3,96,42,97,6,53,106,107,56,19,88
3,32,93,77,106,8,17,92,35,70,34
2,110,89,4,49,30,17,5,37,108,100
3,49,5,103,50,66,80,65,9,35,1
3,39,24,73,8,53,44,88,32,105,45
3,108,78,84,107,54,93,20,70,113,34
2,36,111,42,51,100,81,69,39,47,48
3,77,85,57,30,17,11,59,37,1,97
2,89,29,1,18,5,56,71,10,65,62
2,14,32,95,23,30,71,96,81,52,66
2,28,56,25,10,110,14,34,82,43,36
3,102,61,28,16,78,12,21,106,18,29
3,61,48,97,30,41,102,108,17,104,87
3,84,106,66,57,16,46,49,100,88,43
2,1,77,76,75,74,98,8,111,57,60
3,55,32,16,13,80,70,17,24,88,97
3,73,22,35,113,77,78,100,51,64,60
2,101,14,97,87,56,88,58,51,23,11
3,111,37,2,48,108,55,24,5,20,64
2,18,28,80,105,101,16,23,113,5,15
3,31,52,84,68,91,20,98,12,75,73
2,63,58,49,55,91,17,40,81,95,87
2,4,49,93,50,2,29,99,16,79,43
3,73,64,25,105,49,58,10,21,107,108
2,4,27,33,101,41,62,104,46,34,18
3,42,23,16,95,89,8,17,34,13,35
2,45,91,77,108,100,21,69,111,109,104
3,36,28,17,57,107,25,76,89,22,1
2,14,23,92,73,112,100,107,67,53,21
3,64,9,83,17,4,65,77,100,86,71
2,1,95,24,96,84,55,32,45,73,13
3,111,8,10,20,106,112,32,22,38,12
2,88,109,64,28,94,35,71,13,2,68
2,46,72,103,59,3,74,44,56,104,32
3,32,102,71,108,80,74,52,33,53,110
3,64,100,49,6,54,70,9,34,12,58
3,76,57,71,63,103,39,92,67,81,77
2,113,15,1,22,31,7,27,98,78,23
3,105,53,109,104,16,99,74,59,111,23
3,57,16,70,51,48,113,82,25,89,53
3,86,73,99,104,93,90,7,107,24,49
2,101,88,2,25,92,96,65,89,34,111
3,12,102,68,110,41,47,4,89,66,46
3,29,85,3,13,33,57,51,59,22,98
2,53,44,84,48,62,102,56,93,77,70
3,95,23,36,86,35,69,57,106,109,89
3,77,28,47,29,108,32,30,18,27,46
2,42,95,111,39,103,54,74,77,23,44
2,27,43,49,50,78,52,44,74,1,41
3,88,1,38,17,93,5,94,109,87,50
3,86,50,87,1,11,108,70,17,44,55
3,35,33,74,79,98,64,97,21,39,20
3,16,6,7,67,66,41,104,75,100,21
2,57,103,60,74,94,93,17,43,47,85
2,33,37,94,81,8,36,93,67,3,23
2,57,47,48,11,73,74,77,76,80,66
2,89,38,53,32,19,111,101,20,90,23
3,2,108,92,26,31,13,24,49,75,80
2,65,63,50,72,88,67,8,26,29,61
2,77,78,41,25,109,71,9,88,29,83
2,93,107,89,85,91,70,83,68,88,16
3,49,23,8,58,24,70,27,91,98,81
3,38,18,88,6,56,25,10,1,81,43
2,13,49,87,23,47,85,95,32,51,78
3,21,88,63,53,80,70,58,1,59,33
2,4,13,67,8,112,110,54,29,59,79
2,8,98,82,9,59,63,50,62,112,72
2,85,40,12,48,22,99,73,28,103,105
3,53,17,74,38,59,61,31,76,13,93
3,104,12,107,64,84,71,90,40,87,67
3,103,44,91,79,37,89,83,23,108,62
3,10,88,100,5,18,29,53,22,80,104
3,71,3,19,35,41,75,18,72,46,7
2,91,74,108,100,102,50,93,49,88,29
3,98,26,69,83,72,77,90,11,102,74
2,19,109,99,52,69,34,44,47,26,29
2,70,23,100,85,32,90,95,59,63,1
2,29,71,77,40,42,3,14,98,9,97
3,35,68,108,41,85,27,99,51,74,4
3,90,57,40,108,16,96,72,48,24,25
3,19,84,100,83,9,113,88,30,95,56
2,98,42,16,74,6,112,99,105,73,79
2,56,104,110,35,77,39,7,89,28,112
2,67,62,88,63,108,34,85,87,107,69
2,44,46,96,13,99,43,102,84,80,64
3,10,59,53,73,25,22,6,31,13,78
3,61,108,29,78,28,23,85,20,80,96
2,64,90,38,84,65,54,41,59,18,75
3,2,37,65,51,5,46,52,19,11,48
3,25,101,81,41,1,92,95,66,18,3
3,75,6,77,103,104,61,99,41,17,26
2,67,95,13,48,25,50,98,103,106,74
3,110,55,48,74,91,51,16,111,27,36
2,90,34,100,79,107,10,108,46,68,8
2,44,92,48,90,74,101,111,46,109,9
2,21,43,3,44,50,96,82,25,65,45
2,81,29,92,86,53,5,55,99,67,44
2,11,1,34,66,88,87,63,93,72,49
3,58,12,75,45,110,80,97,71,17,55
2,21,88,58,113,46,69,41,28,39,61
3,102,53,99,75,108,10,19,15,68,52
3,19,78,2,109,18,59,35,72,10,104
2,12,70,110,28,84,20,99,49,68,9
2,49,93,47,88,60,65,58,100,52,89
3,31,26,39,19,29,2,46,96,66,27
2,75,63,19,110,34,35,59,70,17,37
2,81,86,60,33,45,93,69,52,91,43
2,45,107,19,27,56,17,112,34,113,108
3,110,91,73,50,13,82,53,6,86,3
3,82,4,109,6,87,98,42,80,63,28
3,106,104,24,88,59,67,76,31,4,100
3,22,44,39,59,92,69,66,18,2,36
2,104,75,67,79,87,35,19,18,51,69
3,47,80,87,54,1,104,14,19,8,98
2,101,54,14,53,49,89,34,4,110,100
3,51,8,86,1,46,106,43,111,84,78
2,25,60,79,54,45,6,58,98,34,3
2,1,51,113,104,79,66,90,99,19,73
2,51,103,96,61,81,100,53,46,29,102
2,37,22,90,6,101,45,70,103,112,31
3,40,102,52,68,8,38,79,29,62,27
3,18,71,50,57,53,33,51,13,94,55
2,26,35,78,4,70,24,96,95,101,5
2,96,77,35,68,113,2,73,31,92,14
2,71,37,23,101,62,90,69,100,67,41
3,65,102,8,84,6,64,69,60,88,107
2,2,45,97,4,1,56,27,93,85,41
3,26,12,29,45,79,105,54,51,7,88
2,96,5,60,29,90,103,32,71,106,4
2,1,18,88,96,43,5,50,46,48,26
2,65,28,45,46,47,94,99,11,32,21
2,17,82,24,27,32,18,33,38,99,58
2,82,18,112,76,40,53,9,17,12,24
2,2,1,56,103,33,82,44,100,65,98
2,90,61,27,108,42,89,59,64,36,97
2,78,18,106,8,39,42,64,38,50,6
3,24,22,54,81,47,104,1,67,68,65
2,82,72,18,25,1,78,26,100,34,53
3,65,62,110,81,72,111,89,100,20,51
3,71,52,64,104,67,94,95,85,1,72
3,32,93,52,8,16,23,36,62,24,69
2,45,111,100,80,77,26,107,56,88,65
3,17,39,52,78,42,22,37,105,30,103
3,76,102,99,78,37,62,9,36,84,25
2,32,34,110,27,74,105,99,69,106,90
3,97,10,57,86,36,88,113,104,73,63
3,48,41,61,25,88,97,37,90,32,75
2,73,83,38,52,22,86,96,111,36,89
3,60,88,77,29,62,49,68,48,13,100
3,40,47,49,100,2,37,42,57,22,61
2,21,101,77,32,57,55,112,41,7,85
3,85,37,109,38,107,30,80,40,106,43
2,4,90,86,8,113,92,87,79,48,21
3,94,47,50,10,58,17,108,99,101,78
3,17,2,21,94,32,24,28,36,96,88
3,36,73,45,30,15,56,11,34,90,59
2,56,44,49,2,23,61,26,3,41,64
2,42,62,100,7,56,45,89,30,41,101
2,92,95,16,51,26,105,90,9,81,31
3,47,7,43,105,64,62,25,3,23,38
3,23,13,38,57,48,29,22,27,85,101
2,18,26,101,113,20,79,37,71,19,98
3,39,48,66,63,80,89,9,20,83,95
3,18,7,30,76,85,89,33,71,58,91
2,113,110,61,9,77,100,58,86,2,57
3,7,39,83,100,106,70,78,17,20,30
2,79,2,88,71,92,16,72,101,74,54
2,98,109,99,72,42,44,92,102,105,77
3,30,79,42,104,13,62,55,53,54,68
2,25,112,52,15,111,20,50,46,54,82
3,3,14,109,91,44,8,100,69,86,97
2,32,40,104,92,30,85,24,88,26,22
3,44,40,64,111,68,81,11,75,106,112
2,41,102,81,31,8,110,91,7,95,16
3,27,15,76,70,68,21,24,23,12,94
3,32,22,63,68,26,39,57,86,28,94
3,60,65,96,20,38,94,39,12,91,109
3,2,78,77,99,30,12,45,62,13,74
2,36,40,27,15,42,20,76,29,78,52
2,53,20,83,14,91,88,72,110,79,10
2,48,14,8,73,2,111,82,46,68,3
2,50,89,66,3,19,40,17,86,71,22
2,42,28,96,50,36,37,9,80,14,22
3,61,49,83,73,67,97,55,92,21,37
3,2,79,8,64,24,54,73,86,88,108
3,2,87,21,48,4,29,61,56,69,50
3,54,106,77,87,41,100,38,84,56,91
